"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"85-89 years"	"85-89"	"2008"	"2008"	"Dec., 2008"	"2008/12"	454	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Jan., 2009"	"2009/01"	442	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Feb., 2009"	"2009/02"	415	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Mar., 2009"	"2009/03"	426	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Apr., 2009"	"2009/04"	413	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"May, 2009"	"2009/05"	372	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Jun., 2009"	"2009/06"	339	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Jul., 2009"	"2009/07"	372	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Aug., 2009"	"2009/08"	385	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Sep., 2009"	"2009/09"	358	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Oct., 2009"	"2009/10"	387	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Nov., 2009"	"2009/11"	364	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2009"	"2009"	"Dec., 2009"	"2009/12"	435	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Jan., 2010"	"2010/01"	394	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Feb., 2010"	"2010/02"	391	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Mar., 2010"	"2010/03"	447	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Apr., 2010"	"2010/04"	440	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"May, 2010"	"2010/05"	416	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Jun., 2010"	"2010/06"	341	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Jul., 2010"	"2010/07"	364	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Aug., 2010"	"2010/08"	361	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Sep., 2010"	"2010/09"	399	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Oct., 2010"	"2010/10"	386	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Nov., 2010"	"2010/11"	408	Not Applicable	Not Applicable
	"Iowa"	"19"	"85-89 years"	"85-89"	"2010"	"2010"	"Dec., 2010"	"2010/12"	460	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Jan., 2007"	"2007/01"	342	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Feb., 2007"	"2007/02"	298	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Mar., 2007"	"2007/03"	311	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Apr., 2007"	"2007/04"	314	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"May, 2007"	"2007/05"	262	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Jun., 2007"	"2007/06"	244	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Jul., 2007"	"2007/07"	277	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Aug., 2007"	"2007/08"	294	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Sep., 2007"	"2007/09"	307	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Oct., 2007"	"2007/10"	316	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Nov., 2007"	"2007/11"	320	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2007"	"2007"	"Dec., 2007"	"2007/12"	321	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Jan., 2008"	"2008/01"	364	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Feb., 2008"	"2008/02"	314	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Mar., 2008"	"2008/03"	386	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Apr., 2008"	"2008/04"	323	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"May, 2008"	"2008/05"	288	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Jun., 2008"	"2008/06"	271	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Jul., 2008"	"2008/07"	290	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Aug., 2008"	"2008/08"	269	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Sep., 2008"	"2008/09"	313	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Oct., 2008"	"2008/10"	281	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Nov., 2008"	"2008/11"	302	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2008"	"2008"	"Dec., 2008"	"2008/12"	363	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Jan., 2009"	"2009/01"	378	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Feb., 2009"	"2009/02"	331	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Mar., 2009"	"2009/03"	315	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Apr., 2009"	"2009/04"	286	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"May, 2009"	"2009/05"	275	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Jun., 2009"	"2009/06"	276	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Jul., 2009"	"2009/07"	280	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Aug., 2009"	"2009/08"	249	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Sep., 2009"	"2009/09"	270	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Oct., 2009"	"2009/10"	341	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Nov., 2009"	"2009/11"	290	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2009"	"2009"	"Dec., 2009"	"2009/12"	334	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Jan., 2010"	"2010/01"	320	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Feb., 2010"	"2010/02"	276	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Mar., 2010"	"2010/03"	317	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Apr., 2010"	"2010/04"	287	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"May, 2010"	"2010/05"	305	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Jun., 2010"	"2010/06"	273	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Jul., 2010"	"2010/07"	259	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Aug., 2010"	"2010/08"	289	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Sep., 2010"	"2010/09"	271	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Oct., 2010"	"2010/10"	331	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Nov., 2010"	"2010/11"	328	Not Applicable	Not Applicable
	"Iowa"	"19"	"90-94 years"	"90-94"	"2010"	"2010"	"Dec., 2010"	"2010/12"	379	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Jan., 2007"	"2007/01"	142	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Feb., 2007"	"2007/02"	138	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Mar., 2007"	"2007/03"	137	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Apr., 2007"	"2007/04"	144	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"May, 2007"	"2007/05"	129	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Jun., 2007"	"2007/06"	101	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Jul., 2007"	"2007/07"	116	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Aug., 2007"	"2007/08"	98	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Sep., 2007"	"2007/09"	112	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Oct., 2007"	"2007/10"	134	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Nov., 2007"	"2007/11"	131	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2007"	"2007"	"Dec., 2007"	"2007/12"	155	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Jan., 2008"	"2008/01"	145	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Feb., 2008"	"2008/02"	167	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Mar., 2008"	"2008/03"	172	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Apr., 2008"	"2008/04"	141	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"May, 2008"	"2008/05"	128	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Jun., 2008"	"2008/06"	107	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Jul., 2008"	"2008/07"	99	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Aug., 2008"	"2008/08"	129	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Sep., 2008"	"2008/09"	120	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Oct., 2008"	"2008/10"	126	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Nov., 2008"	"2008/11"	146	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2008"	"2008"	"Dec., 2008"	"2008/12"	167	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Jan., 2009"	"2009/01"	151	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Feb., 2009"	"2009/02"	124	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Mar., 2009"	"2009/03"	136	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Apr., 2009"	"2009/04"	146	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"May, 2009"	"2009/05"	123	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Jun., 2009"	"2009/06"	125	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Jul., 2009"	"2009/07"	122	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Aug., 2009"	"2009/08"	121	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Sep., 2009"	"2009/09"	120	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Oct., 2009"	"2009/10"	156	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Nov., 2009"	"2009/11"	135	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2009"	"2009"	"Dec., 2009"	"2009/12"	150	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Jan., 2010"	"2010/01"	153	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Feb., 2010"	"2010/02"	130	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Mar., 2010"	"2010/03"	160	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Apr., 2010"	"2010/04"	137	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"May, 2010"	"2010/05"	117	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Jun., 2010"	"2010/06"	119	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Jul., 2010"	"2010/07"	144	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Aug., 2010"	"2010/08"	116	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Sep., 2010"	"2010/09"	142	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Oct., 2010"	"2010/10"	154	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Nov., 2010"	"2010/11"	152	Not Applicable	Not Applicable
	"Iowa"	"19"	"95-99 years"	"95-99"	"2010"	"2010"	"Dec., 2010"	"2010/12"	157	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Jan., 2007"	"2007/01"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Feb., 2007"	"2007/02"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Mar., 2007"	"2007/03"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Apr., 2007"	"2007/04"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"May, 2007"	"2007/05"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Jun., 2007"	"2007/06"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Jul., 2007"	"2007/07"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Aug., 2007"	"2007/08"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Sep., 2007"	"2007/09"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Oct., 2007"	"2007/10"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Nov., 2007"	"2007/11"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2007"	"2007"	"Dec., 2007"	"2007/12"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Jan., 2008"	"2008/01"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Feb., 2008"	"2008/02"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Mar., 2008"	"2008/03"	52	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Apr., 2008"	"2008/04"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"May, 2008"	"2008/05"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Jun., 2008"	"2008/06"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Jul., 2008"	"2008/07"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Aug., 2008"	"2008/08"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Sep., 2008"	"2008/09"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Oct., 2008"	"2008/10"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Nov., 2008"	"2008/11"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2008"	"2008"	"Dec., 2008"	"2008/12"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Jan., 2009"	"2009/01"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Feb., 2009"	"2009/02"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Mar., 2009"	"2009/03"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Apr., 2009"	"2009/04"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"May, 2009"	"2009/05"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Jun., 2009"	"2009/06"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Jul., 2009"	"2009/07"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Aug., 2009"	"2009/08"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Sep., 2009"	"2009/09"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Oct., 2009"	"2009/10"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Nov., 2009"	"2009/11"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2009"	"2009"	"Dec., 2009"	"2009/12"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Jan., 2010"	"2010/01"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Feb., 2010"	"2010/02"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Mar., 2010"	"2010/03"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Apr., 2010"	"2010/04"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"May, 2010"	"2010/05"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Jun., 2010"	"2010/06"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Jul., 2010"	"2010/07"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Aug., 2010"	"2010/08"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Sep., 2010"	"2010/09"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Oct., 2010"	"2010/10"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Nov., 2010"	"2010/11"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"100+ years"	"100+"	"2010"	"2010"	"Dec., 2010"	"2010/12"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Jan., 2007"	"2007/01"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Feb., 2007"	"2007/02"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Mar., 2007"	"2007/03"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Apr., 2007"	"2007/04"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"May, 2007"	"2007/05"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Jun., 2007"	"2007/06"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Jul., 2007"	"2007/07"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Aug., 2007"	"2007/08"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Sep., 2007"	"2007/09"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Oct., 2007"	"2007/10"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Nov., 2007"	"2007/11"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2007"	"2007"	"Dec., 2007"	"2007/12"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Jan., 2008"	"2008/01"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Feb., 2008"	"2008/02"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Mar., 2008"	"2008/03"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Apr., 2008"	"2008/04"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"May, 2008"	"2008/05"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Jun., 2008"	"2008/06"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Jul., 2008"	"2008/07"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Aug., 2008"	"2008/08"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Sep., 2008"	"2008/09"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Oct., 2008"	"2008/10"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Nov., 2008"	"2008/11"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2008"	"2008"	"Dec., 2008"	"2008/12"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Jan., 2009"	"2009/01"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Feb., 2009"	"2009/02"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Mar., 2009"	"2009/03"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Apr., 2009"	"2009/04"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"May, 2009"	"2009/05"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Jun., 2009"	"2009/06"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Jul., 2009"	"2009/07"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Aug., 2009"	"2009/08"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Sep., 2009"	"2009/09"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Oct., 2009"	"2009/10"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"< 1 year"	"1"	"2009"	"2009"	"Nov., 2009"	"2009/11"	27	Not Applicable	Not Applicable
