"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"50-54 years"	"50-54"	81	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"55-59 years"	"55-59"	127	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"60-64 years "	"60-64"	166	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"65-69 years"	"65-69"	201	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"70-74 years"	"70-74"	226	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"75-79 years"	"75-79"	273	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"80-84 years"	"80-84"	329	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"85-89 years"	"85-89"	449	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"90-94 years"	"90-94"	410	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"95-99 years"	"95-99"	217	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"100+ years"	"100+"	49	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"< 1 year"	"1"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"20-24 years"	"20-24"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"25-29 years"	"25-29"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"30-34 years"	"30-34"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"35-39 years"	"35-39"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"40-44 years"	"40-44"	41	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"45-49 years"	"45-49"	36	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"50-54 years"	"50-54"	73	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"55-59 years"	"55-59"	127	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"60-64 years "	"60-64"	157	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"65-69 years"	"65-69"	161	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"70-74 years"	"70-74"	256	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"75-79 years"	"75-79"	255	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"80-84 years"	"80-84"	346	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"85-89 years"	"85-89"	444	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"90-94 years"	"90-94"	435	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"95-99 years"	"95-99"	183	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"100+ years"	"100+"	42	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"< 1 year"	"1"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"15-19 years"	"15-19"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"20-24 years"	"20-24"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"25-29 years"	"25-29"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"30-34 years"	"30-34"	28	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"35-39 years"	"35-39"	24	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"40-44 years"	"40-44"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"45-49 years"	"45-49"	52	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"50-54 years"	"50-54"	85	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"55-59 years"	"55-59"	114	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"60-64 years "	"60-64"	159	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"65-69 years"	"65-69"	175	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"70-74 years"	"70-74"	217	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"75-79 years"	"75-79"	272	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"80-84 years"	"80-84"	299	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"85-89 years"	"85-89"	371	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"90-94 years"	"90-94"	380	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"95-99 years"	"95-99"	179	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"May, 2018"	"2018/05"	"100+ years"	"100+"	50	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"< 1 year"	"1"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"20-24 years"	"20-24"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"25-29 years"	"25-29"	24	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"30-34 years"	"30-34"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"35-39 years"	"35-39"	35	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"40-44 years"	"40-44"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"45-49 years"	"45-49"	47	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"50-54 years"	"50-54"	87	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"55-59 years"	"55-59"	134	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"60-64 years "	"60-64"	158	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"65-69 years"	"65-69"	153	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"70-74 years"	"70-74"	198	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"75-79 years"	"75-79"	241	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"80-84 years"	"80-84"	276	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"85-89 years"	"85-89"	365	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"90-94 years"	"90-94"	340	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"95-99 years"	"95-99"	182	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"100+ years"	"100+"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"< 1 year"	"1"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"20-24 years"	"20-24"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"25-29 years"	"25-29"	20	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"30-34 years"	"30-34"	31	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"35-39 years"	"35-39"	40	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"40-44 years"	"40-44"	38	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"45-49 years"	"45-49"	58	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"50-54 years"	"50-54"	80	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"55-59 years"	"55-59"	118	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"60-64 years "	"60-64"	170	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"65-69 years"	"65-69"	177	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"70-74 years"	"70-74"	259	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"75-79 years"	"75-79"	257	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"80-84 years"	"80-84"	295	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"85-89 years"	"85-89"	366	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"90-94 years"	"90-94"	335	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"95-99 years"	"95-99"	178	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"100+ years"	"100+"	52	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"< 1 year"	"1"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"20-24 years"	"20-24"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"25-29 years"	"25-29"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"30-34 years"	"30-34"	21	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"35-39 years"	"35-39"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"40-44 years"	"40-44"	27	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"45-49 years"	"45-49"	58	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"50-54 years"	"50-54"	94	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"55-59 years"	"55-59"	116	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"60-64 years "	"60-64"	151	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"65-69 years"	"65-69"	171	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"70-74 years"	"70-74"	257	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"75-79 years"	"75-79"	277	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"80-84 years"	"80-84"	322	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"85-89 years"	"85-89"	352	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"90-94 years"	"90-94"	329	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"95-99 years"	"95-99"	167	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"100+ years"	"100+"	43	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"< 1 year"	"1"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"15-19 years"	"15-19"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"20-24 years"	"20-24"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"25-29 years"	"25-29"	23	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"30-34 years"	"30-34"	23	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"35-39 years"	"35-39"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"40-44 years"	"40-44"	34	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"45-49 years"	"45-49"	56	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"50-54 years"	"50-54"	85	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"55-59 years"	"55-59"	120	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"60-64 years "	"60-64"	148	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"65-69 years"	"65-69"	188	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"70-74 years"	"70-74"	215	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"75-79 years"	"75-79"	273	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"80-84 years"	"80-84"	267	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"85-89 years"	"85-89"	363	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"90-94 years"	"90-94"	346	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"95-99 years"	"95-99"	184	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"100+ years"	"100+"	38	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"20-24 years"	"20-24"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"25-29 years"	"25-29"	20	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"30-34 years"	"30-34"	28	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"35-39 years"	"35-39"	25	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"40-44 years"	"40-44"	39	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"45-49 years"	"45-49"	67	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"50-54 years"	"50-54"	74	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"55-59 years"	"55-59"	125	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"60-64 years "	"60-64"	163	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"65-69 years"	"65-69"	201	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"70-74 years"	"70-74"	197	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"75-79 years"	"75-79"	289	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"80-84 years"	"80-84"	328	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"85-89 years"	"85-89"	377	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"90-94 years"	"90-94"	396	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"95-99 years"	"95-99"	190	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"100+ years"	"100+"	40	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"20-24 years"	"20-24"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"25-29 years"	"25-29"	28	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"30-34 years"	"30-34"	20	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"35-39 years"	"35-39"	28	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"40-44 years"	"40-44"	43	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"45-49 years"	"45-49"	53	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"50-54 years"	"50-54"	80	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"55-59 years"	"55-59"	121	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"60-64 years "	"60-64"	163	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"65-69 years"	"65-69"	210	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"70-74 years"	"70-74"	196	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"75-79 years"	"75-79"	235	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"80-84 years"	"80-84"	312	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"85-89 years"	"85-89"	400	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"90-94 years"	"90-94"	373	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"95-99 years"	"95-99"	217	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"100+ years"	"100+"	50	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"< 1 year"	"1"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"20-24 years"	"20-24"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"25-29 years"	"25-29"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"30-34 years"	"30-34"	27	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"35-39 years"	"35-39"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"40-44 years"	"40-44"	41	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"45-49 years"	"45-49"	47	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"50-54 years"	"50-54"	74	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"55-59 years"	"55-59"	136	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"60-64 years "	"60-64"	176	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"65-69 years"	"65-69"	166	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"70-74 years"	"70-74"	239	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"75-79 years"	"75-79"	307	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"80-84 years"	"80-84"	342	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"85-89 years"	"85-89"	415	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"90-94 years"	"90-94"	393	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"95-99 years"	"95-99"	208	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"100+ years"	"100+"	58	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"< 1 year"	"1"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"20-24 years"	"20-24"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"25-29 years"	"25-29"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"30-34 years"	"30-34"	34	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"35-39 years"	"35-39"	32	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"40-44 years"	"40-44"	41	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"45-49 years"	"45-49"	50	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"50-54 years"	"50-54"	93	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"55-59 years"	"55-59"	145	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"60-64 years "	"60-64"	178	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"65-69 years"	"65-69"	209	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"70-74 years"	"70-74"	250	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"75-79 years"	"75-79"	309	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"80-84 years"	"80-84"	376	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"85-89 years"	"85-89"	472	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"90-94 years"	"90-94"	404	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"95-99 years"	"95-99"	209	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Jan., 2019"	"2019/01"	"100+ years"	"100+"	46	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"< 1 year"	"1"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"20-24 years"	"20-24"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"25-29 years"	"25-29"	22	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"30-34 years"	"30-34"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"35-39 years"	"35-39"	26	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"40-44 years"	"40-44"	30	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"45-49 years"	"45-49"	45	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	"Feb., 2019"	"2019/02"	"50-54 years"	"50-54"	82	Not Applicable	Not Applicable
