"analysis_id","analysis_family","geography","geography_label","map_id","age_group","sex","frequency","wave","start","end_exclusive","observed_periods","observed_deaths","expected_lower","expected_median","expected_upper","delta_lower","delta_median","delta_upper","p_lower","p_median","p_upper","posterior_draws","status"
"us__us-sex__new-york__45-64__female","us_sex","New York","New York","NY","45-64","female","monthly","initial",2020-03-01,2020-11-01,8,9347,6522,6781,7015,2332,2566,2825,0.332430506058446,0.378410263972865,0.433149340693039,3000,"success"
"us__us-sex__new-york__45-64__female","us_sex","New York","New York","NY","45-64","female","monthly","alpha",2020-11-01,2021-07-01,8,8186,6670.975,6984,7251,935,1202,1515.025,0.1289477313474,0.172107674684994,0.227106982785028,3000,"success"
"us__us-sex__new-york__45-64__female","us_sex","New York","New York","NY","45-64","female","monthly","delta",2021-07-01,2022-01-01,6,6097,4814,5079,5303.025,793.975,1018,1283,0.1497211507175,0.200433156133097,0.266514333194848,3000,"success"
"us__us-sex__new-york__45-64__female","us_sex","New York","New York","NY","45-64","female","monthly","omicron",2022-01-01,2024-04-01,20,18075,15975.675,17004,17706.125,368.875,1071,2099.325,0.0208331882398679,0.062985179957657,0.131407611381835,3000,"success"
"us__us-sex__new-york__45-64__male","us_sex","New York","New York","NY","45-64","male","monthly","initial",2020-03-01,2020-11-01,8,16467,10388,10791,11158.05,5308.95,5676,6079,0.475795503057741,0.525993883792049,0.585194455140547,3000,"success"
"us__us-sex__new-york__45-64__male","us_sex","New York","New York","NY","45-64","male","monthly","alpha",2020-11-01,2021-07-01,8,13764,10606.975,11079,11502,2262,2685,3157.025,0.196661450182577,0.242350392634714,0.297636696888817,3000,"success"
"us__us-sex__new-york__45-64__male","us_sex","New York","New York","NY","45-64","male","monthly","delta",2021-07-01,2022-01-01,6,9900,7705.95,8108,8452,1448,1792,2194.05,0.171320397539044,0.22101628021707,0.284721548447502,3000,"success"
"us__us-sex__new-york__45-64__male","us_sex","New York","New York","NY","45-64","male","monthly","omicron",2022-01-01,2024-04-01,20,29777,25927.95,27370.5,28328,1449,2406.5,3849.05,0.0511508048573849,0.0879231292792241,0.148451767467886,3000,"success"
"us__us-sex__new-york__65-84__female","us_sex","New York","New York","NY","65-84","female","monthly","initial",2020-03-01,2020-11-01,8,27569,19329.975,20062,20794.05,6774.95,7507,8239.025,0.325811951313763,0.374190010966005,0.426230504788473,3000,"success"
"us__us-sex__new-york__65-84__female","us_sex","New York","New York","NY","65-84","female","monthly","alpha",2020-11-01,2021-07-01,8,25103,20262.975,21192,22154.25,2948.75,3911,4840.025,0.133100877918002,0.184550773876935,0.238860532645889,3000,"success"
"us__us-sex__new-york__65-84__female","us_sex","New York","New York","NY","65-84","female","monthly","delta",2021-07-01,2022-01-01,6,17621,14554.9,15400,16281.025,1339.975,2221,3066.1,0.082302864937574,0.144220779220779,0.210657581463848,3000,"success"
"us__us-sex__new-york__65-84__female","us_sex","New York","New York","NY","65-84","female","monthly","omicron",2022-01-01,2024-04-01,20,56219,49475.475,52904,56531.5,-312.5,3315,6743.525,-0.00552788849651622,0.0626606687601426,0.136300401068006,3000,"success"
"us__us-sex__new-york__65-84__male","us_sex","New York","New York","NY","65-84","male","monthly","initial",2020-03-01,2020-11-01,8,34218,22330.925,23072,23859.025,10358.975,11146,11887.075,0.43417428002465,0.483096393897365,0.532314492796653,3000,"success"
"us__us-sex__new-york__65-84__male","us_sex","New York","New York","NY","65-84","male","monthly","alpha",2020-11-01,2021-07-01,8,29437,23497.8,24517,25553.05,3883.95,4920,5939.2,0.151995554518745,0.200677081208957,0.252755580658459,3000,"success"
"us__us-sex__new-york__65-84__male","us_sex","New York","New York","NY","65-84","male","monthly","delta",2021-07-01,2022-01-01,6,20220,16961.925,17902,18827.025,1392.975,2318,3258.075,0.0739880571354424,0.129482739358731,0.192081677959326,3000,"success"
"us__us-sex__new-york__65-84__male","us_sex","New York","New York","NY","65-84","male","monthly","omicron",2022-01-01,2024-04-01,20,66007,58052.5,62071,66346.15,-339.15,3936,7954.5,-0.00511182618498062,0.0634112548533131,0.137022526007098,3000,"success"
"us__us-sex__new-york__ge85__female","us_sex","New York","New York","NY","GE85","female","monthly","initial",2020-03-01,2020-11-01,8,29529,21336.825,22358.5,23447,6082,7170.5,8192.175,0.259393525824199,0.320705772514586,0.383945365699606,3000,"success"
"us__us-sex__new-york__ge85__female","us_sex","New York","New York","NY","GE85","female","monthly","alpha",2020-11-01,2021-07-01,8,25746,22709.95,24038.5,25440.1,305.9,1707.5,3036.05,0.0120243244135104,0.0710318905193096,0.133688097281924,3000,"success"
"us__us-sex__new-york__ge85__female","us_sex","New York","New York","NY","GE85","female","monthly","delta",2021-07-01,2022-01-01,6,17373,15915.875,17095,18227.075,-854.075,278,1457.125,-0.0468574902188139,0.0162620649312665,0.0915516766627649,3000,"success"
"us__us-sex__new-york__ge85__female","us_sex","New York","New York","NY","GE85","female","monthly","omicron",2022-01-01,2024-04-01,20,57054,53936.85,58297,62416.125,-5362.125,-1243,3117.15,-0.0859092901245683,-0.0213218516083538,0.0577925855368097,3000,"success"
"us__us-sex__new-york__ge85__male","us_sex","New York","New York","NY","GE85","male","monthly","initial",2020-03-01,2020-11-01,8,17755,13197,13790,14383.05,3371.95,3965,4558,0.234439149440969,0.287527193618564,0.345381526104418,3000,"success"
"us__us-sex__new-york__ge85__male","us_sex","New York","New York","NY","GE85","male","monthly","alpha",2020-11-01,2021-07-01,8,16256,13968.975,14767.5,15511,745,1488.5,2287.025,0.048030430017407,0.100795667420717,0.163721747804027,3000,"success"
"us__us-sex__new-york__ge85__male","us_sex","New York","New York","NY","GE85","male","monthly","delta",2021-07-01,2022-01-01,6,10739,9933.975,10607.5,11247.075,-508.075,131.5,805.025,-0.045173965798287,0.0123968912430264,0.081037550693735,3000,"success"
"us__us-sex__new-york__ge85__male","us_sex","New York","New York","NY","GE85","male","monthly","omicron",2022-01-01,2024-04-01,20,35276,33898.975,36581,38865.125,-3589.125,-1305,1377.025,-0.0923482167050913,-0.0356742571280173,0.0406214347409701,3000,"success"
"us__us-sex__north-carolina__0-44__female","us_sex","North Carolina","North Carolina","NC","0-44","female","monthly","initial",2020-03-01,2020-11-01,8,1858,1474,1606,1737.025,120.975,252,384,0.0696449475405991,0.156911581569116,0.260515603799186,3000,"success"
"us__us-sex__north-carolina__0-44__female","us_sex","North Carolina","North Carolina","NC","0-44","female","monthly","alpha",2020-11-01,2021-07-01,8,2090,1432,1608,1767.025,322.975,482,658,0.182778973872427,0.299751243781095,0.459497206703911,3000,"success"
"us__us-sex__north-carolina__0-44__female","us_sex","North Carolina","North Carolina","NC","0-44","female","monthly","delta",2021-07-01,2022-01-01,6,1802,1053,1202,1355.025,446.975,600,749,0.329864780284971,0.499168053244592,0.711301044634378,3000,"success"
"us__us-sex__north-carolina__0-44__female","us_sex","North Carolina","North Carolina","NC","0-44","female","monthly","omicron",2022-01-01,2024-04-01,20,5082,3357.95,4022.5,4675.05,406.95,1059.5,1724.05,0.0870472022035241,0.26339343157748,0.513423381517888,3000,"success"
"us__us-sex__north-carolina__0-44__male","us_sex","North Carolina","North Carolina","NC","0-44","male","monthly","initial",2020-03-01,2020-11-01,8,3933,2921,3148,3389,544,785,1012,0.160519327235173,0.249364675984752,0.346456692913386,3000,"success"
"us__us-sex__north-carolina__0-44__male","us_sex","North Carolina","North Carolina","NC","0-44","male","monthly","alpha",2020-11-01,2021-07-01,8,4104,2826.975,3115.5,3421,683,988.5,1277.025,0.199649225372698,0.317284578945308,0.45172844207021,3000,"success"
"us__us-sex__north-carolina__0-44__male","us_sex","North Carolina","North Carolina","NC","0-44","male","monthly","delta",2021-07-01,2022-01-01,6,3510,2125,2413,2722.025,787.975,1097,1385,0.289481180938062,0.45462080397845,0.651764705882353,3000,"success"
"us__us-sex__north-carolina__0-44__male","us_sex","North Carolina","North Carolina","NC","0-44","male","monthly","omicron",2022-01-01,2024-04-01,20,10246,6829.925,8066,9449.2,796.8,2180,3416.075,0.084324617837585,0.270270289794761,0.500162893180359,3000,"success"
"us__us-sex__north-carolina__45-64__female","us_sex","North Carolina","North Carolina","NC","45-64","female","monthly","initial",2020-03-01,2020-11-01,8,5522,4751,4998,5228.1,293.9,524,771,0.0562154661795226,0.10484193677471,0.162281624921069,3000,"success"
"us__us-sex__north-carolina__45-64__female","us_sex","North Carolina","North Carolina","NC","45-64","female","monthly","alpha",2020-11-01,2021-07-01,8,5952,4843,5144,5422,530,808,1109,0.0977499077831059,0.157076205287714,0.228990295271526,3000,"success"
"us__us-sex__north-carolina__45-64__female","us_sex","North Carolina","North Carolina","NC","45-64","female","monthly","delta",2021-07-01,2022-01-01,6,5292,3459,3724,3963,1329,1568,1833,0.335352006056018,0.421052631578947,0.529921942758023,3000,"success"
"us__us-sex__north-carolina__45-64__female","us_sex","North Carolina","North Carolina","NC","45-64","female","monthly","omicron",2022-01-01,2024-04-01,20,13895,11530.975,12674.5,13603.075,291.925,1220.5,2364.025,0.0214602225209744,0.096295713568507,0.205015187574985,3000,"success"
"us__us-sex__north-carolina__45-64__male","us_sex","North Carolina","North Carolina","NC","45-64","male","monthly","initial",2020-03-01,2020-11-01,8,8578,7244.95,7533,7817.075,760.925,1045,1333.05,0.0973414008160456,0.138722952343024,0.183997131234584,3000,"success"
"us__us-sex__north-carolina__45-64__male","us_sex","North Carolina","North Carolina","NC","45-64","male","monthly","alpha",2020-11-01,2021-07-01,8,9377,7450,7779,8108.025,1268.975,1598,1927,0.156508521307764,0.20542486180743,0.258657718120805,3000,"success"
"us__us-sex__north-carolina__45-64__male","us_sex","North Carolina","North Carolina","NC","45-64","male","monthly","delta",2021-07-01,2022-01-01,6,7988,5418,5723,6008.025,1979.975,2265,2570,0.329555054347019,0.395771448540975,0.474344776670358,3000,"success"
"us__us-sex__north-carolina__45-64__male","us_sex","North Carolina","North Carolina","NC","45-64","male","monthly","omicron",2022-01-01,2024-04-01,20,21425,18266.9,19442,20492.125,932.875,1983,3158.1,0.0455235867965652,0.101995679456846,0.172886479098613,3000,"success"
"us__us-sex__north-carolina__65-84__female","us_sex","North Carolina","North Carolina","NC","65-84","female","monthly","initial",2020-03-01,2020-11-01,8,14994,12898.975,13442,13979,1015,1552,2095.025,0.0726089133700551,0.11545900907603,0.162417944231752,3000,"success"
"us__us-sex__north-carolina__65-84__female","us_sex","North Carolina","North Carolina","NC","65-84","female","monthly","alpha",2020-11-01,2021-07-01,8,16855,13746.9,14407,15095,1760,2448,3108.1,0.11659489897317,0.169917401263275,0.226094612952299,3000,"success"
"us__us-sex__north-carolina__65-84__female","us_sex","North Carolina","North Carolina","NC","65-84","female","monthly","delta",2021-07-01,2022-01-01,6,12834,9919.925,10499,11114,1720,2335,2914.075,0.15475976246176,0.222402133536527,0.29375978433498,3000,"success"
"us__us-sex__north-carolina__65-84__female","us_sex","North Carolina","North Carolina","NC","65-84","female","monthly","omicron",2022-01-01,2024-04-01,20,39795,34284.7,36705.5,39315.05,479.95,3089.5,5510.3,0.012207793262634,0.0841699474842802,0.160721841488242,3000,"success"
"us__us-sex__north-carolina__65-84__male","us_sex","North Carolina","North Carolina","NC","65-84","male","monthly","initial",2020-03-01,2020-11-01,8,17420,15031.975,15585,16137.025,1282.975,1835,2388.025,0.079505051372883,0.117741418030157,0.158863023779594,3000,"success"
"us__us-sex__north-carolina__65-84__male","us_sex","North Carolina","North Carolina","NC","65-84","male","monthly","alpha",2020-11-01,2021-07-01,8,19811,15932.925,16670,17366,2445,3141,3878.075,0.140792352873431,0.188422315536893,0.24340006728978,3000,"success"
"us__us-sex__north-carolina__65-84__male","us_sex","North Carolina","North Carolina","NC","65-84","male","monthly","delta",2021-07-01,2022-01-01,6,14604,11648.95,12257,12878.05,1725.95,2347,2955.05,0.134022620550817,0.191482418210002,0.253675224848144,3000,"success"
"us__us-sex__north-carolina__65-84__male","us_sex","North Carolina","North Carolina","NC","65-84","male","monthly","omicron",2022-01-01,2024-04-01,20,45802,40056.95,42846,45570.05,231.95,2956,5745.05,0.0050899659348709,0.0689912710638099,0.143422052921734,3000,"success"
"us__us-sex__north-carolina__ge85__female","us_sex","North Carolina","North Carolina","NC","GE85","female","monthly","initial",2020-03-01,2020-11-01,8,12043,10347.975,10880,11403,640,1163,1695.025,0.0561255809874594,0.106893382352941,0.163802579996727,3000,"success"
"us__us-sex__north-carolina__ge85__female","us_sex","North Carolina","North Carolina","NC","GE85","female","monthly","alpha",2020-11-01,2021-07-01,8,12602,11119.975,11791.5,12439.025,162.975,810.5,1482.025,0.0131019112820403,0.0687359557867136,0.133275929350952,3000,"success"
"us__us-sex__north-carolina__ge85__female","us_sex","North Carolina","North Carolina","NC","GE85","female","monthly","delta",2021-07-01,2022-01-01,6,8925,7854.975,8398,8924.05,0.950000000000017,527,1070.025,0.000106455132408481,0.062753036437247,0.136222585498524,3000,"success"
"us__us-sex__north-carolina__ge85__female","us_sex","North Carolina","North Carolina","NC","GE85","female","monthly","omicron",2022-01-01,2024-04-01,20,28966,27287.975,29250,30970.05,-2004.05,-284,1678.025,-0.0647092916238655,-0.00970940170940171,0.061493203542887,3000,"success"
"us__us-sex__north-carolina__ge85__male","us_sex","North Carolina","North Carolina","NC","GE85","male","monthly","initial",2020-03-01,2020-11-01,8,6931,6112.975,6441,6775.025,155.975,490,818.025,0.0230220558123527,0.0760751436112405,0.133817822667639,3000,"success"
"us__us-sex__north-carolina__ge85__male","us_sex","North Carolina","North Carolina","NC","GE85","male","monthly","alpha",2020-11-01,2021-07-01,8,7776,6635.925,7045,7438,338,731,1140.075,0.0454423232051627,0.103761533002129,0.171803484631748,3000,"success"
"us__us-sex__north-carolina__ge85__male","us_sex","North Carolina","North Carolina","NC","GE85","male","monthly","delta",2021-07-01,2022-01-01,6,5432,4747.975,5112,5459,-27,320,684.025,-0.00494596079868108,0.0625978090766823,0.144066682296042,3000,"success"
"us__us-sex__north-carolina__ge85__male","us_sex","North Carolina","North Carolina","NC","GE85","male","monthly","omicron",2022-01-01,2024-04-01,20,17710,16517.7,17900.5,19204.075,-1494.075,-190.5,1192.3,-0.0777998934844267,-0.0106421600615926,0.0721831870051856,3000,"success"
"us__us-sex__north-dakota__0-44__female","us_sex","North Dakota","North Dakota","ND","0-44","female","monthly","initial",2020-03-01,2020-11-01,0,,,,,,,,,,,3000,"no_observed_periods"
"us__us-sex__north-dakota__0-44__female","us_sex","North Dakota","North Dakota","ND","0-44","female","monthly","alpha",2020-11-01,2021-07-01,0,,,,,,,,,,,3000,"no_observed_periods"
"us__us-sex__north-dakota__0-44__female","us_sex","North Dakota","North Dakota","ND","0-44","female","monthly","delta",2021-07-01,2022-01-01,1,13,0,24.5,2.3228607963529e+59,-2.32286079635281e+59,-11.5,13,-1,-1,0.857142857142857,3000,"success"
"us__us-sex__north-dakota__0-44__female","us_sex","North Dakota","North Dakota","ND","0-44","female","monthly","omicron",2022-01-01,2024-04-01,5,58,0,3.95312211993557e+26,4.60121368744853e+73,-4.60121368744851e+73,-3.95312211993557e+26,58,-1,-1,-0.764599175446639,3000,"success"
"us__us-sex__north-dakota__0-44__male","us_sex","North Dakota","North Dakota","ND","0-44","male","monthly","initial",2020-03-01,2020-11-01,8,203,104,133,166,37,70,99,0.22289156626506,0.526315789473684,0.951923076923077,3000,"success"
"us__us-sex__north-dakota__0-44__male","us_sex","North Dakota","North Dakota","ND","0-44","male","monthly","alpha",2020-11-01,2021-07-01,8,171,115,145,185,-14,26,56,-0.0756756756756757,0.179310344827586,0.48695652173913,3000,"success"
"us__us-sex__north-dakota__0-44__male","us_sex","North Dakota","North Dakota","ND","0-44","male","monthly","delta",2021-07-01,2022-01-01,6,145,72.975,97,126,19,48,72.0250000000001,0.150793650793651,0.494845360824742,0.986991057838663,3000,"success"
"us__us-sex__north-dakota__0-44__male","us_sex","North Dakota","North Dakota","ND","0-44","male","monthly","omicron",2022-01-01,2024-04-01,19,464,279,342,429,35,122,185,0.0815850815850816,0.35672514619883,0.663082437275986,3000,"success"
"us__us-sex__north-dakota__45-64__female","us_sex","North Dakota","North Dakota","ND","45-64","female","monthly","initial",2020-03-01,2020-11-01,8,250,185,234,292,-42,16,65,-0.143835616438356,0.0683760683760684,0.351351351351351,3000,"success"
"us__us-sex__north-dakota__45-64__female","us_sex","North Dakota","North Dakota","ND","45-64","female","monthly","alpha",2020-11-01,2021-07-01,8,293,194,244,305,-12,49,99,-0.039344262295082,0.200819672131148,0.510309278350515,3000,"success"
"us__us-sex__north-dakota__45-64__female","us_sex","North Dakota","North Dakota","ND","45-64","female","monthly","delta",2021-07-01,2022-01-01,6,273,147,193,249,24,80,126,0.0963855421686747,0.414507772020725,0.857142857142857,3000,"success"
"us__us-sex__north-dakota__45-64__female","us_sex","North Dakota","North Dakota","ND","45-64","female","monthly","omicron",2022-01-01,2024-04-01,20,648,515,621,741,-93,27,133,-0.125506072874494,0.0434782608695652,0.258252427184466,3000,"success"
"us__us-sex__north-dakota__45-64__male","us_sex","North Dakota","North Dakota","ND","45-64","male","monthly","initial",2020-03-01,2020-11-01,8,483,412,470,527.025,-44.025,13,71,-0.0835348563912368,0.0276595744680851,0.172330097087379,3000,"success"
