"Notes"	"Residence State"	"Residence State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	676	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	714	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	712	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	652	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	639	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	629	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional)"	"2023/05"	630	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	555	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	613	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	585	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	577	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	565	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Nov., 2023 (provisional and partial)"	"2023/11"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1071	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Feb., 2021"	"2021/02"	748	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Mar., 2021"	"2021/03"	695	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Apr., 2021"	"2021/04"	625	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"May, 2021"	"2021/05"	612	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Jun., 2021"	"2021/06"	571	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Jul., 2021"	"2021/07"	621	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Aug., 2021"	"2021/08"	792	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Sep., 2021"	"2021/09"	785	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Oct., 2021"	"2021/10"	638	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Nov., 2021"	"2021/11"	640	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2021"	"2021"	"Dec., 2021"	"2021/12"	700	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	897	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	825	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	650	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	545	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	581	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	571	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	665	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	653	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	597	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	667	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	664	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	713	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	732	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	672	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	639	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	579	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional)"	"2023/05"	654	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	569	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	583	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	637	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	602	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	588	Not Applicable	Not Applicable
	"Alabama"	"01"	"75-84 years"	"75-84"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Nov., 2023 (provisional and partial)"	"2023/11"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1163	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Feb., 2021"	"2021/02"	765	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Mar., 2021"	"2021/03"	699	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Apr., 2021"	"2021/04"	686	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"May, 2021"	"2021/05"	711	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Jun., 2021"	"2021/06"	640	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Jul., 2021"	"2021/07"	703	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Aug., 2021"	"2021/08"	814	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Sep., 2021"	"2021/09"	763	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Oct., 2021"	"2021/10"	759	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Nov., 2021"	"2021/11"	697	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2021"	"2021"	"Dec., 2021"	"2021/12"	763	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	987	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	858	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	722	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	641	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	667	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	668	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	729	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	682	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	679	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	702	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	723	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	776	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	801	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	683	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	696	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	675	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional)"	"2023/05"	699	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	639	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	666	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	682	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	598	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	660	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Nov., 2023 (provisional and partial)"	"2023/11"	143	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Jan., 2021"	"2021/01"	739	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Feb., 2021"	"2021/02"	490	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Mar., 2021"	"2021/03"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Apr., 2021"	"2021/04"	384	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"May, 2021"	"2021/05"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Jun., 2021"	"2021/06"	409	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Jul., 2021"	"2021/07"	373	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Aug., 2021"	"2021/08"	482	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Sep., 2021"	"2021/09"	461	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Oct., 2021"	"2021/10"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Nov., 2021"	"2021/11"	414	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2021"	"2021"	"Dec., 2021"	"2021/12"	451	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	554	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	543	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	405	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	380	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	408	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	410	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	398	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	380	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	436	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	478	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	496	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	428	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	471	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	424	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional)"	"2023/05"	428	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	386	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jul., 2023 (provisional)"	"2023/07"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Aug., 2023 (provisional)"	"2023/08"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Oct., 2023 (provisional)"	"2023/10"	389	Not Applicable	Not Applicable
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Nov., 2023 (provisional and partial)"	"2023/11"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	"Mar., 2021"	"2021/03"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	"Jul., 2021"	"2021/07"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2021"	"2021"	"Aug., 2021"	"2021/08"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"15-24 years"	"15-24"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional)"	"2023/05"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	"May, 2021"	"2021/05"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	"Aug., 2021"	"2021/08"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	"Oct., 2021"	"2021/10"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2021"	"2021"	"Nov., 2021"	"2021/11"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Jun., 2023 (provisional)"	"2023/06"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Female"	"F"	"2023 (provisional and partial)"	"2023"	"Sep., 2023 (provisional)"	"2023/09"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Jan., 2021"	"2021/01"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Feb., 2021"	"2021/02"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Mar., 2021"	"2021/03"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Apr., 2021"	"2021/04"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"May, 2021"	"2021/05"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Jun., 2021"	"2021/06"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Jul., 2021"	"2021/07"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Aug., 2021"	"2021/08"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Sep., 2021"	"2021/09"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Oct., 2021"	"2021/10"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Nov., 2021"	"2021/11"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2021"	"2021"	"Dec., 2021"	"2021/12"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional)"	"2023/04"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"25-34 years"	"25-34"	"Male"	"M"	"2023 (provisional and partial)"	"2023"	"May, 2023 (provisional)"	"2023/05"	13	Not Applicable	Not Applicable
